highlights,Summary,Transformed_summary
"Photographs taken after the 7.8-magnitude earthquake sparked an avalanche on Mount Everest on Saturday show the campsite buried beneath snow and belongings strewn across the mountain .
Eighteen people were killed in the avalanche, including three Americans, and more than 60 were injured .
Survivors recalled harrowing tales of being pummeled by snow and rocks as they prayed for their lives .
The massive earthquake is believed to have killed at least 4,352 people across the region .","Eighteen people killed avalanche , including three Americans , 60 injured . Photographs taken 7.8-magnitude earthquake sparked avalanche Mount Everest Saturday show campsite buried beneath snow belongings strewn across mountain .","Eighteen people killed avalanche, including three Americans, 60 injured. Photographs taken 7.8-magnitude earthquake sparked avalanche Mount Everest Saturday show campsite buried beneath snow belongings strewn across mountain. Seven Americans were killed in the avalanche, including three American tourists."
"Manchester United are set to strengthen their squad again this summer .
Felipe Anderson has attracted interest from PSG and Manchester City .
Liverpool and Arsenal are also keen on Lazio's Brazilian midfielder .
Louis van Gaal hopes to sign two strikers when the transfer window opens .
Gonzalo Higuain is unsettled at Napoli with boss Rafa Benitez set to leave .",Felipe Anderson attracted interest PSG Manchester City . Manchester United set strengthen squad summer .,"Felipe Anderson attracted interest from PSG, Manchester City and Manchester United. Felipe Anderson is a target for PSG and Manchester City. Manchester United are set to strengthen their squad this summer with a number of summer targets. Manchester City are also interested in signing the Brazilian winger."
"Phil Taylor suffered his fourth loss of the season with Thursday's defeat .
Peter Wright lost 7-4 to Adrian Lewis, while Kim Huybrechts drew 6-6 with Stephen Bunting on 'Judgement Night' in Manchester .
Results meant Wright suffered elimination due to leg difference .
League leader Michael van Gerwen romped to a 7-4 win over James Wade .
Raymond van Barneveld drew 6-6 with Gary Anderson in the other clash .","Peter Wright lost 7-4 Adrian Lewis , Kim Huybrechts drew 6-6 Stephen Bunting 'Judgement Night ' Manchester . Phil Taylor suffered fourth loss season Thursday 's defeat .","Peter Wright lost 7-4 Adrian Lewis, Kim Huybrechts drew 6-6 Stephen Bunting 'Judgement Night'Manchester. Phil Taylor suffered fourth loss season Thursday's defeat with defeat to Peter Wright. Peter Wright lost. 7--4. Adrian Lewis."
"Aurelio De Laurentiis furious after semi-final elimination by Lazio .
Napoli owner threatened to send the team to an 'unlimited training camp'
Rafael Benitez's side now only have the Europa League as a trophy chance .",Napoli owner threatened send team 'unlimited training camp' Rafael Benitez 's side Europa League trophy chance . Aurelio De Laurentiis furious semi-final elimination Lazio .,Napoli owner threatened send team 'unlimited training camp' Rafael Benitez's side Europa League trophy chance. Aurelio De Laurentiis furious semi-final elimination Lazio is Lazio and is threatening to send team to a training camp..
"Jehovah's Witness and her baby have died after refusing blood transfusion .
The 28-year-old suffered from leukemia but refused treatment due to beliefs .
Over 80 per cent of treated pregnant leukemia sufferers go into remission .
Doctors and staff have described the distressing scene after the baby died and then the woman suffered a fatal stroke and multi-organ failure .",28-year-old suffered leukemia refused treatment due beliefs . Jehovah 's Witness baby died refusing blood transfusion .,28-year-old suffered leukemia refused treatment due to beliefs. Jehovah's Witness baby died refusing blood transfusion. Baby was born a Jehovah's Witness and was born into a family of Jehovah's Witnesses. The baby was born with leukemia and was refused treatment.
"Patrick de Koster will go 'around the world' to talk about Kevin de Bruyne .
The Wolfsburg midfielder is wanted by Manchester City and Bayern Munich .
De Koster has admitted having talks with City chiefs this season .
But he has not spoken to Manchester United about a move for his client .
De Bruyne remains happy at Wolfsburg and could yet remain at the club .",Wolfsburg midfielder wanted Manchester City Bayern Munich . Patrick de Koster go 'around world ' talk Kevin de Bruyne .,Wolfsburg midfielder wanted Manchester City Bayern Munich. Patrick de Koster go 'around world'talk Kevin de Bruyne.. Patrick De Koster goes 'around the world' talk Kevin De Bruyne.. Kevin de Brienne is a Manchester City fan.
"On Tuesday, SpaceX made a third attempt to land booster on a barge .
But the booster tipped over after hitting its target and was destroyed .
New footage reveals how rocket overcompensated for its extreme tilt .
Falcon 9 today reach the ISS with supplies for the astronauts onboard .","booster tipped hitting target destroyed . Tuesday , SpaceX made third attempt land booster barge .","booster tipped hitting target destroyed. Tuesday, SpaceX made third attempt land booster barge on barge. Tuesday, SpaceX made. third attempt to land booster on a barge after first two attempts failed. Monday, SpaceX. made third try to land a booster on land on a barges."
"Norway's Alexander Kristoff won race after sprint finish with Niki Terpstra .
Geraint Thomas was among favourites to claim title following recent win .
The Welshman was unable to recover ground on Kristoff and Terpstra .",Geraint Thomas among favourites claim title following recent win . Norway 's Alexander Kristoff race sprint finish Niki Terpstra .,Geraint Thomas among favourites claim title following recent win. Norway's Alexander Kristoff race sprint finish. Niki Terpstra is third in the women's race. Geraint Thomas is one of the favourites to claim the title following a recent win following a win on Sunday.
"Exclusive: Zinedine Zidane has confirmed Real Madrid are keen on signing Liverpool winger Raheem Sterling .
Sterling has rejected the chance of signing a £100,000 a week deal .
Zidane has revealed Real have been 'monitoring' England ace Sterling .
Real monitored the likes of Gareth Bale and Isco before completing deals .
READ: Liverpool may struggle to sign big names, says Brendan Rodgers .","Sterling rejected chance signing £100,000 week deal . Exclusive : Zinedine Zidane confirmed Real Madrid keen signing Liverpool winger Raheem Sterling .","Sterling rejected chance signing £100,000 a week deal. Zinedine Zidane confirmed Real Madrid are keen on signing Liverpool winger Raheem Sterling. Sterling rejected the chance signing a deal with the La Liga giants. Sterling is a target for Real Madrid."
"Chelsea to play three matches inside six days in the United States .
They will face New York Red Bulls, Paris Saint-Germain and Barcelona .
Fiorentina will then travel to Stamford Bridge for friendly on August 5 .
Four matches will make up Chelsea's participation in Champions Cup .
READ: Chelsea interested in £43m Antoine Griezmann .","face New York Red Bulls , Paris Saint-Germain Barcelona . Chelsea play three matches inside six days United States .","face New York Red Bulls, Paris Saint-Germain Barcelona and Barcelona. Chelsea play three matches inside six days in the United States. Chelsea face three matches in six days against New York, New York and New York. Chelsea also play against Barcelona and PSG in the U.S."
"LeBron James scores 30 points as Cleveland beat Boston .
Cavaliers beat Celtics 99-91 to extend their lead in series to 2-0 .
Washington Wizards beat Toronto Raptors 117-106 in Canada .
Houston Rockets take 2-0 lead over Dallas Mavericks with 111-99 win .",Cavaliers beat Celtics 99-91 extend lead series 2-0 . LeBron James scores 30 points Cleveland beat Boston .,Cavaliers beat Celtics 99-91 extend lead series 2-0. LeBron James scores 30 points Cleveland beat Boston. Cleveland is now 2-1 up in the best-of-seven series against the Boston Celtics. Cleveland leads the series 1-0 after winning the first two games.
"Christopher Swain donned protective suit to swim through Gowanus Canal .
Brooklyn waterway is famous dumping site for toxic industrial waste .
Roughly 377million gallons of diluted raw sewage poured in each year .
Swain quit two-thirds of a mile into 1.8-mile journey and said it was like 'swimming into a dirty diaper'
Swimmer gargled peroxide and had special tablet on hand to fight against contaminated water entering his body and making him sick .
He urged faster cleanup of the canal, which is slated for dredging in 2017 .",Brooklyn waterway famous dumping site toxic industrial waste . Christopher Swain donned protective suit swim Gowanus Canal .,Brooklyn waterway is famous dumping site toxic industrial waste. Christopher Swain donned protective suit swim Gowanus Canal. Christopher. Swain. donned a. protective suit to swim. Gowanus. Canal is a. famous. dumping site for toxic industrial. waste.
